   ,CRADNO,QHAREAID,SEX,AGEGROUP,NUM,qu
37732,43,440303009,2,40,171,440303
37733,37,440303009,1,30,19,440303
37734,45,440303009,1,25,92,440303
37735,34,440303009,1,60,6,440303
37736,50,440303009,1,1,3,440303
37737,50,440303009,1,25,29,440303
37738,22,440303009,1,60,7,440303
37739,46,440303009,1,25,7,440303
37740,45,440303009,1,30,81,440303
37741,42,440303009,1,30,139,440303
37742,51,440303009,1,10,21,440303
37743,45,440303009,2,60,12,440303
37744,45,440303009,2,65,6,440303
37745,未上,440303009,2,1,9,440303
37746,44,440303009,1,75,25,440303
37747,23,440303009,2,30,17,440303
37748,51,440303009,2,35,74,440303
37749,51,440303009,1,50,46,440303
37750,52,440303009,2,45,10,440303
37751,35,440303009,2,35,18,440303
37752,32,440303009,2,60,5,440303
37753,43,440303009,2,60,42,440303
37754,53,440303009,2,25,5,440303
37755,50,440303009,2,5,11,440303
37756,41,440303009,2,30,57,440303
37757,50,440303009,2,20,22,440303
37758,53,440303009,1,30,12,440303
37759,35,440303009,2,15,2,440303
37760,61,440303009,2,40,16,440303
37761,42,440303009,1,15,27,440303
37762,51,440303009,2,5,9,440303
37763,13,440303009,2,15,2,440303
37764,44,440303009,2,75,29,440303
37765,51,440303009,2,50,35,440303
37766,11,440303009,1,55,3,440303
37767,15,440303009,1,25,4,440303
37768,43,440303009,2,15,54,440303
37769,33,440303009,2,20,4,440303
37770,14,440303009,2,25,9,440303
37771,52,440303009,2,10,3,440303
37772,22,440303009,2,45,7,440303
37773,11,440303009,1,1,1,440303
37774,H1,440303009,2,1,1,440303
37775,42,440303009,1,1,30,440303
37776,31,440303009,2,10,1,440303
37777,15,440303009,2,65,2,440303
37778,23,440303009,2,45,10,440303
37779,52,440303009,1,20,19,440303
37780,45,440303009,1,60,7,440303
37781,说未,440303009,2,1,1,440303
37782,64,440303009,2,35,3,440303
37783,35,440303009,2,60,6,440303
37784,32,440303009,1,5,5,440303
37785,20,440303009,2,1,5,440303
37786,22,440303009,1,55,4,440303
37787,36,440303009,2,50,24,440303
37788,43,440303009,1,0,4,440303
37789,61,440303009,2,50,7,440303
37790,13,440303009,1,10,3,440303
37791,36,440303009,2,80,1,440303
37792,21,440303009,2,10,4,440303
37793,65,440303009,2,25,3,440303
37794,暂无,440303009,2,5,4,440303
37795,22,440303009,1,30,7,440303
37796,45,440303009,1,0,3,440303
37797,22,440303009,1,70,1,440303
37798,22,440303009,1,20,3,440303
37799,无号,440303009,2,5,2,440303
37800,21,440303009,1,25,10,440303
37801,13,440303009,2,50,1,440303
37802,无,440303009,1,80,1,440303
37803,未入,440303009,1,0,5,440303
37804,33,440303009,1,40,10,440303
37805,22,440303009,1,35,10,440303
37806,20,440303009,2,10,5,440303
37807,33,440303009,2,15,3,440303
37808,46,440303009,1,45,6,440303
37809,62,440303009,2,20,7,440303
37810,不说,440303009,1,10,1,440303
37811,。,440303009,1,5,6,440303
37812,36,440303009,1,80,1,440303
37813,43,440303009,2,75,2,440303
37814,65,440303009,2,20,2,440303
37815,44,440303009,2,85,7,440303
37816,64,440303009,1,45,3,440303
37817,无证,440303009,1,65,4,440303
37818,22,440303009,1,75,3,440303
37819,11,440303009,1,50,5,440303
37820,14,440303009,2,45,3,440303
37821,23,440303009,2,70,4,440303
37822,65,440303009,2,40,4,440303
37823,.无,440303009,1,0,1,440303
37824,21,440303009,1,65,4,440303
37825,35,440303009,2,65,6,440303
37826,37,440303009,2,1,3,440303
37827,15,440303009,1,20,1,440303
37828,11,440303009,1,75,2,440303
37829,53,440303009,2,15,1,440303
37830,14,440303009,1,35,4,440303
37831,15,440303009,2,45,1,440303
37832,为说,440303009,1,0,1,440303
37833,46,440303009,1,80,1,440303
37834,23,440303009,2,75,2,440303
37835,12,440303009,2,30,1,440303
37836,42,440303009,1,85,1,440303
37837,37,440303009,1,70,1,440303
37838,33,440303009,1,5,2,440303
37839,15,440303009,2,35,1,440303
37840,44,440303008,1,15,821,440303
37841,44,440303008,1,1,592,440303
37842,44,440303008,1,40,425,440303
37843,45,440303008,1,45,18,440303
37844,43,440303008,1,25,192,440303
37845,19,440303008,2,20,4,440303
37846,无,440303008,1,1,325,440303
37847,44,440303008,2,40,334,440303
37848,51,440303008,1,25,104,440303
37849,无,440303008,1,5,71,440303
37850,44,440303008,2,5,391,440303
37851,65,440303009,2,35,2,440303
37852,50,440303008,2,40,1,440303
37853,41,440303008,2,50,18,440303
37854,33,440303008,2,30,5,440303
37855,42,440303008,2,20,147,440303
37856,无,440303008,2,5,61,440303
37857,45,440303008,2,45,19,440303
37858,42,440303008,2,15,27,440303
37859,50,440303008,1,20,25,440303
37860,43,440303008,1,40,77,440303
37861,35,440303008,1,30,41,440303
37862,21,440303008,1,25,11,440303
37863,36,440303008,1,10,9,440303
37864,23,440303008,2,30,17,440303
37865,35,440303008,2,25,39,440303
37866,45,440303008,1,35,42,440303
37867,36,440303008,1,1,19,440303
37868,45,440303008,1,40,18,440303
37869,45,440303008,2,15,24,440303
37870,21,440303008,2,40,5,440303
37871,44,440303008,2,50,196,440303
37872,未上,440303008,1,0,6,440303
37873,33,440303008,1,35,4,440303
37874,61,440303008,1,30,29,440303
37875,37,440303008,1,25,19,440303
37876,61,440303009,2,10,1,440303
37877,42,440303008,1,5,26,440303
37878,34,440303008,1,5,14,440303
37879,32,440303008,2,40,5,440303
37880,22,440303008,2,45,2,440303
37881,34,440303008,2,40,10,440303
37882,43,440303008,1,60,22,440303
37883,21,440303008,2,20,8,440303
37884,34,440303008,2,75,1,440303
37885,61,440303009,1,1,1,440303
37886,34,440303009,2,80,1,440303
37887,64,440303008,1,45,2,440303
37888,61,440303008,1,15,5,440303
37889,44,440303008,2,75,22,440303
37890,12,440303009,2,45,1,440303
37891,14,440303008,2,15,6,440303
37892,63,440303008,2,25,2,440303
37893,65,440303009,1,55,1,440303
37894,34,440303009,2,0,2,440303
37895,53,440303009,2,50,2,440303
37896,无,440303009,2,80,1,440303
37897,15,440303008,1,35,8,440303
37898,20,440303009,1,15,1,440303
37899,22,440303008,1,35,12,440303
37900,19,440303008,2,80,1,440303
37901,65,440303009,1,20,1,440303
37902,53,440303009,1,15,1,440303
37903,52,440303008,1,20,24,440303
37904,44,440303008,1,80,8,440303
37905,57,440303009,2,5,1,440303
37906,无,440303008,1,60,5,440303
37907,23,440303008,1,25,25,440303
37908,35,440303008,2,15,7,440303
37909,35,440303008,2,10,3,440303
37910,43,440303008,1,70,11,440303
37911,45,440303008,1,55,4,440303
37912,11,440303008,1,50,3,440303
37913,23,440303008,2,50,8,440303
37914,14,440303008,2,35,4,440303
37915,46,440303008,2,60,3,440303
37916,62,440303008,2,40,3,440303
37917,45,440303008,2,10,8,440303
37918,13,440303008,1,60,2,440303
37919,13,440303008,1,65,1,440303
37920,62,440303008,2,25,6,440303
37921,65,440303008,2,40,1,440303
37922,不详,440303008,2,60,3,440303
37923,23,440303008,1,75,3,440303
37924,11,440303008,2,25,1,440303
37925,未入,440303008,1,1,5,440303
37926,52,440303008,2,55,2,440303
37927,37,440303008,1,45,3,440303
37928,32,440303008,2,5,2,440303
37929,32,440303008,1,1,4,440303
37930,无证,440303008,1,1,6,440303
37931,36,440303008,2,60,12,440303
37932,50,440303008,1,5,5,440303
37933,21,440303008,2,70,1,440303
37934,64,440303008,1,25,1,440303
37935,在老,440303008,2,5,2,440303
37936,22,440303008,2,20,7,440303
37937,12,440303008,1,20,1,440303
37938,51,440303008,1,70,1,440303
37939,32,440303008,2,35,9,440303
37940,不祥,440303008,1,5,1,440303
37941,14,440303008,1,50,2,440303
37942,21,440303008,1,10,3,440303
37943,暂时,440303008,2,1,1,440303
37944,21,440303008,1,65,2,440303
37945,51,440303008,1,75,4,440303
37946,33,440303008,1,70,1,440303
37947,65,440303008,1,5,1,440303
37948,33,440303008,1,40,1,440303
37949,1,440303008,1,1,2,440303
37950,无,440303008,1,85,2,440303
37951,身份,440303008,1,60,1,440303
37952,50,,2,1,9,
37953,42,440303008,1,0,1,440303
37954,33,440303008,2,50,3,440303
37955,4,440303008,1,1,1,440303
37956,64,440303008,2,30,1,440303
37957,老人,440303008,1,70,1,440303
37958,4,440303008,2,0,1,440303
37959,65,440303008,2,60,1,440303
37960,无 ,440303008,1,5,1,440303
37961,未说,440303008,1,1,1,440303
37962,62,440303008,1,65,1,440303
37963,13,440303008,2,15,1,440303
37964,42,440303006,2,50,78,440303
37965,44,440303006,2,45,220,440303
37966,35,440303006,2,30,18,440303
37967,44,440303006,2,30,457,440303
37968,62,440303006,2,30,8,440303
37969,41,440303006,1,45,91,440303
37970,35,440303006,2,50,8,440303
37971,51,440303006,1,20,291,440303
37972,42,440303006,1,30,231,440303
37973,44,440303006,1,15,502,440303
37974,无,440303006,1,5,170,440303
37975,44,440303006,2,35,284,440303
37976,41,440303006,2,60,21,440303
37977,44,440303006,1,1,225,440303
37978,44,440303006,1,10,184,440303
37979,41,440303006,2,50,40,440303
37980,14,440303006,2,25,20,440303
37981,41,440303006,1,40,108,440303
37982,37,440303006,2,75,2,440303
37983,43,440303006,1,15,91,440303
37984,51,440303006,2,35,185,440303
37985,45,440303006,2,40,43,440303
37986,41,440303006,2,20,89,440303
37987,_,440303006,1,1,10,440303
37988,15,440303006,1,20,7,440303
37989,32,440303006,2,60,2,440303
37990,23,440303006,1,50,13,440303
37991,44,440303006,2,5,170,440303
37992,43,440303006,2,55,72,440303
37993,42,440303006,2,40,112,440303
37994,21,440303006,2,40,12,440303
37995,44,440303006,2,60,80,440303
37996,43,440303006,1,65,19,440303
37997,35,440303006,2,5,13,440303
37998,42,440303006,1,20,291,440303
37999,42,440303006,1,60,49,440303
38000,37,440303006,1,30,45,440303
38001,33,440303006,1,35,13,440303
38002,22,440303006,2,50,7,440303
38003,35,440303006,1,25,68,440303
38004,37,440303006,1,65,1,440303
38005,32,440303006,1,20,27,440303
38006,23,440303006,1,35,24,440303
38007,45,440303006,1,15,54,440303
38008,13,440303006,2,30,16,440303
38009,36,440303006,1,60,27,440303
38010,21,440303006,2,30,15,440303
38011,15,,1,20,2,
38012,50,440303006,1,20,50,440303
38013,22,440303006,1,20,11,440303
38014,41,440303006,2,1,24,440303
38015,36,440303006,2,5,18,440303
38016,52,440303006,1,60,2,440303
38017,52,440303006,2,50,6,440303
38018,无,440303006,2,15,21,440303
38019,53,440303006,2,10,3,440303
38020,36,440303006,2,65,17,440303
38021,65,440303006,2,40,8,440303
38022,44,440303006,2,70,13,440303
38023,46,440303006,1,35,6,440303
38024,无无,440303008,1,1,1,440303
38025,"无
",440303006,2,15,1,440303
38026,32,440303006,2,1,4,440303
38027,13,440303006,2,35,6,440303
38028,65,440303006,1,20,3,440303
38029,20,440303006,1,1,2,440303
38030,44,440303006,1,85,4,440303
38031,46,440303008,2,70,1,440303
38032,33,440303006,1,65,3,440303
38033,42,440303006,1,70,9,440303
38034,37,440303006,1,15,4,440303
38035,62,440303006,2,35,2,440303
38036,42,440303006,1,10,19,440303
38037,23,440303006,2,20,31,440303
38038,11,440303006,2,70,1,440303
38039,户口,440303008,2,1,1,440303
38040,65,440303008,2,55,1,440303
38041,45,440303006,2,55,20,440303
38042,19,440303006,1,50,1,440303
38043,33,440303006,2,20,7,440303
38044,65,440303006,1,55,2,440303
38045,62,440303006,2,5,2,440303
38046,52,440303006,1,10,2,440303
38047,-,440303006,1,60,1,440303
38048,37,440303006,2,55,9,440303
38049,不详,440303006,1,10,1,440303
38050,一,440303006,1,10,1,440303
38051,37,440303006,1,1,4,440303
38052,23,440303006,2,65,4,440303
38053,52,440303006,2,40,11,440303
38054,35,440303006,2,45,8,440303
38055,33,440303006,1,15,3,440303
38056,23,,1,30,16,
38057,，,440303006,1,10,2,440303
38058,46,440303006,1,40,9,440303
38059,23,440303006,1,75,1,440303
38060,33,440303006,1,40,10,440303
38061,61,440303006,2,5,4,440303
38062,无身,440303006,1,85,1,440303
38063,11,440303006,1,75,1,440303
38064,54,440303006,1,55,1,440303
38065,43,,1,50,100,
38066,36,,2,50,19,
38067,64,440303006,1,60,1,440303
38068,13,440303006,1,5,2,440303
38069,12,440303006,1,45,1,440303
38070,33,440303006,2,60,3,440303
38071,52,440303006,1,65,1,440303
38072,51,,1,30,151,
38073,20,440303006,1,5,3,440303
38074,63,440303006,2,20,1,440303
38075,46,440303006,2,10,2,440303
38076,15,440303006,1,55,1,440303
38077,13,,1,5,5,
38078,45,440303006,2,70,3,440303
38079,。,440303006,1,10,2,440303
38080,，,440303006,1,0,1,440303
38081,15,440303006,2,50,2,440303
38082,52,440303006,2,0,1,440303
38083,65,440303006,2,0,1,440303
38084,61,440304002,1,20,34,440304
38085,44,440304002,1,45,119,440304
38086,34,440304002,1,30,31,440304
38087,43,440304002,2,35,108,440304
38088,33,440304002,1,40,15,440304
38089,43,440304002,2,20,172,440304
38090,42,440304002,2,60,40,440304
38091,61,440304002,1,15,10,440304
38092,43,440304002,1,5,32,440304
38093,43,440304002,1,65,15,440304
38094,22,440304002,2,70,4,440304
38095,36,440304002,1,20,127,440304
38096,43,440304002,1,30,121,440304
38097,34,440304002,1,70,2,440304
38098,61,440304002,2,15,3,440304
38099,21,440304002,1,50,6,440304
38100,36,440304002,2,30,54,440304
38101,33,440303006,1,5,3,440303
38102,61,440304002,2,45,8,440304
38103,37,440304002,2,55,7,440304
38104,52,440304002,2,30,18,440304
38105,43,440304002,2,50,43,440304
38106,32,440304002,2,25,21,440304
38107,23,440304002,2,30,24,440304
38108,45,440304002,2,20,95,440304
38109,14,440303006,1,5,1,440303
38110,o,440303006,1,60,1,440303
38111,13,440304002,1,15,2,440304
38112,"
无",440303006,2,1,1,440303
38113,14,440304002,1,30,18,440304
38114,37,440304002,1,40,25,440304
38115,42,440304002,1,55,18,440304
38116,34,440304002,2,45,27,440304
38117,44,440304002,1,60,35,440304
38118,50,440304002,2,20,19,440304
38119,33,440304002,2,15,1,440304
38120,65,440304002,2,40,11,440304
38121,51,440304002,1,55,15,440304
38122,61,440304002,2,65,8,440304
38123,44,440304002,2,10,49,440304
38124,52,440304002,2,20,24,440304
38125,19,440303006,1,85,1,440303
38126,51,440304002,1,30,54,440304
38127,33,440304002,1,10,5,440304
38128,13,440304002,2,30,9,440304
38129,43,440304002,1,75,7,440304
38130,46,440304002,1,25,14,440304
38131,46,440304002,1,30,7,440304
38132,52,440304002,2,70,3,440304
38133,41,440303006,2,0,1,440303
38134,34,440304002,1,40,29,440304
38135,61,440304002,1,50,6,440304
38136,33,440304002,1,55,7,440304
38137,_,440303006,2,75,1,440303
38138,无,440303006,1,45,1,440303
38139,22,440304002,2,75,4,440304
38140,22,440304002,1,25,18,440304
38141,13,440304002,2,25,17,440304
38142,52,440304002,2,25,15,440304
38143,21,440304002,2,40,12,440304
38144,41,440304002,1,5,19,440304
38145,13,440304002,2,70,1,440304
38146,51,440304002,1,5,10,440304
38147,34,440304002,1,5,11,440304
38148,35,440304002,1,0,1,440304
38149,61,440304002,1,40,19,440304
38150,35,440304002,2,40,11,440304
38151,0,440304002,1,1,5,440304
38152,36,440304002,1,80,1,440304
38153,22,440304002,2,65,7,440304
38154,37,440304002,1,75,1,440304
38155,12,440304002,1,35,1,440304
38156,21,440304002,2,15,4,440304
38157,37,440304002,1,70,4,440304
38158,43,440304002,2,80,1,440304
38159,15,440304002,1,10,5,440304
38160,63,440304002,1,50,2,440304
38161,42,440304002,1,10,11,440304
38162,53,440304002,1,30,8,440304
38163,34,440304002,2,1,4,440304
38164,15,440304002,1,60,3,440304
38165,31,440304002,2,0,1,440304
38166,21,440304002,1,65,4,440304
38167,51,440304002,1,1,9,440304
38168,32,440304002,1,65,6,440304
38169,35,440304002,2,15,5,440304
38170,34,440304002,2,5,3,440304
38171,32,440304002,1,20,18,440304
38172,22,440304002,1,50,8,440304
38173,无,440304002,1,5,6,440304
38174,63,440304002,1,45,2,440304
38175,42,440304002,1,70,10,440304
38176,35,440304002,1,80,1,440304
38177,65,440304002,1,35,3,440304
38178,33,440304002,2,75,1,440304
38179,46,440304002,1,45,2,440304
38180,41,440304002,1,80,2,440304
38181,63,440304002,2,15,1,440304
38182,15,440304002,1,55,4,440304
38183,13,440304002,1,65,3,440304
38184,15,440304002,2,60,1,440304
38185,53,440304002,1,60,2,440304
38186,11,440304002,2,85,1,440304
38187,63,440304002,1,15,4,440304
38188,15,440304002,2,15,2,440304
38189,12,440304002,1,65,1,440304
38190,61,440304002,1,1,3,440304
38191,65,440304002,2,50,1,440304
38192,14,,2,60,2,
38193,65,440304002,1,50,1,440304
38194,44,440304001,2,20,1740,440304
38195,44,440304001,2,10,136,440304
38196,51,440304001,2,40,82,440304
38197,44,440304001,1,10,209,440304
38198,36,440304001,2,20,150,440304
38199,43,440304001,1,15,170,440304
38200,41,440304001,1,35,58,440304
38201,42,440304001,1,30,125,440304
38202,无,440304002,1,65,1,440304
38203,44,440304001,2,5,258,440304
38204,43,440304001,1,25,398,440304
38205,43,440304001,1,30,223,440304
38206,15,440304001,2,35,5,440304
38207,36,440304001,2,5,27,440304
38208,51,440304001,1,30,60,440304
38209,44,440304001,2,55,115,440304
38210,，,440304001,1,1,2,440304
38211,36,440304001,1,40,103,440304
38212,44,440304001,1,1,367,440304
38213,33,440304001,1,40,26,440304
38214,22,440304001,1,20,36,440304
38215,36,440304001,2,30,91,440304
38216,37,440304001,1,30,54,440304
38217,41,440304001,2,10,7,440304
38218,无,440304001,2,1,416,440304
38219,35,440304001,1,50,16,440304
38220,14,440304002,1,75,1,440304
38221,13,440304002,2,15,1,440304
38222,50,440304001,2,25,42,440304
38223,12,440304002,2,65,2,440304
38224,34,440304001,1,45,37,440304
38225,53,440304001,1,75,1,440304
38226,0,440304002,2,1,3,440304
38227,64,440304002,1,55,1,440304
38228,36,440304001,2,70,2,440304
38229,36,440304001,1,10,16,440304
38230,62,440304001,1,25,14,440304
38231,23,440304001,2,60,11,440304
38232,65,440304002,1,10,2,440304
38233,34,440304001,2,5,9,440304
38234,14,440304001,1,30,10,440304
38235,未入,440304002,1,0,1,440304
38236,44,440304001,2,40,166,440304
38237,42,440304001,1,50,37,440304
38238,无,440304001,1,15,18,440304
38239,65,440304002,1,55,1,440304
38240,41,440304001,1,10,10,440304
38241,13,440304001,2,5,6,440304
38242,36,440304003,1,35,164,440304
38243,37,440304001,1,40,16,440304
38244,13,440304002,2,65,1,440304
38245,65,440304001,2,1,5,440304
38246,35,440304001,1,40,49,440304
38247,44,440304001,2,70,12,440304
38248,0,440304001,1,80,1,440304
38249,33,440304001,2,60,6,440304
38250,32,440304001,2,35,5,440304
38251,51,440304001,2,15,36,440304
38252,32,440304001,2,20,14,440304
38253,其它,440304001,1,1,9,440304
38254,11,440304001,2,50,4,440304
38255,43,440304001,1,55,22,440304
38256,33,440304001,1,10,5,440304
38257,12,440304001,2,35,4,440304
38258,36,440304001,2,10,8,440304
38259,42,440304001,1,55,21,440304
38260,53,440304001,2,60,1,440304
38261,33,440304001,2,75,1,440304
38262,14,440304001,2,25,8,440304
38263,52,440304001,2,65,1,440304
38264,42,440304001,2,5,22,440304
38265,61,440304001,2,1,2,440304
38266,37,440304001,1,55,5,440304
38267,42,440304001,2,75,3,440304
38268,45,440304001,1,65,2,440304
38269,62,440304001,2,60,1,440304
38270,14,440304001,2,5,3,440304
38271,37,440304001,2,1,4,440304
38272,61,440304001,2,65,1,440304
38273,61,440304001,1,40,8,440304
38274,42,440304001,2,70,1,440304
38275,43,440304001,2,70,3,440304
38276,52,440304001,2,15,14,440304
38277,32,440304001,1,65,4,440304
38278,32,440304003,1,45,38,440304
38279,46,440304001,2,25,11,440304
38280,无,440304001,2,15,7,440304
38281,22,440304001,2,65,2,440304
38282,13,440304001,1,45,6,440304
38283,22,440304001,1,1,13,440304
38284,43,440304001,1,80,1,440304
38285,14,440304001,1,65,1,440304
38286,33,440304003,1,5,15,440304
38287,其实,440304001,1,1,2,440304
38288,35,440304003,2,35,40,440304
38289,14,440304001,2,35,1,440304
38290,42,440304003,2,5,31,440304
38291,32,440304001,1,60,3,440304
38292,0,440304001,1,5,2,440304
38293,0,440304001,2,10,1,440304
38294,12,440304001,1,45,1,440304
38295,22,440304001,1,55,3,440304
38296,34,440304003,1,10,8,440304
38297,15,440304001,2,1,2,440304
38298,35,440304003,1,20,69,440304
38299,21,440304001,1,10,4,440304
38300,62,440304001,2,45,3,440304
38301,63,440304001,2,30,1,440304
38302,13,440304001,2,45,2,440304
38303,61,440304001,1,1,2,440304
38304,23,440304003,2,20,57,440304
38305,41,440304001,1,65,2,440304
38306,23,440304001,1,65,1,440304
38307,50,440304001,2,30,6,440304
38308,35,440304001,1,70,1,440304
38309,65,440304001,2,10,3,440304
38310,12,440304001,2,55,2,440304
38311,22,440304001,2,15,1,440304
38312,52,440304001,1,45,2,440304
38313,45,440304001,2,5,2,440304
38314,65,440304001,2,50,1,440304
38315,52,440304001,1,55,2,440304
38316,45,440304003,1,20,318,440304
38317,62,440304001,1,1,1,440304
38318,34,440304001,1,65,1,440304
38319,12,440304001,1,15,1,440304
38320,45,440304001,1,70,1,440304
38321,31,440304001,1,40,2,440304
38322,无,440304003,2,5,33,440304
38323,11,440304001,2,25,1,440304
38324,43,440304003,2,30,424,440304
38325,21,440304001,1,65,1,440304
38326,50,440304001,1,10,4,440304
38327,`,440304001,1,10,1,440304
38328,31,440304001,2,55,1,440304
38329,未带,440304001,2,1,1,440304
38330,。,440304001,2,10,1,440304
38331,12,440304003,1,35,4,440304
38332,23,440304003,2,55,18,440304
38333,51,440304003,1,55,72,440304
38334,42,440304003,2,40,191,440304
38335,33,440304003,2,25,32,440304
38336,43,440304003,2,50,152,440304
38337,53,440304003,2,50,10,440304
38338,51,440304003,2,50,131,440304
38339,43,440304003,2,5,55,440304
38340,46,440304003,1,20,76,440304
38341,43,440304003,1,1,74,440304
38342,22,440304003,2,25,51,440304
38343,36,440304003,2,35,136,440304
38344,52,440304003,2,40,26,440304
38345,33,440304003,2,5,16,440304
38346,34,440304003,2,25,110,440304
38347,37,440304003,1,25,71,440304
38348,62,440304003,2,25,31,440304
38349,61,440304003,2,50,14,440304
38350,51,440304003,1,60,53,440304
38351,42,440304003,2,65,16,440304
38352,43,440304003,1,50,107,440304
38353,35,440304003,2,20,54,440304
38354,1,440304001,2,1,1,440304
38355,12,440304001,1,30,1,440304
38356,15,440304003,1,35,7,440304
38357,22,440304003,1,35,24,440304
38358,35,440304003,1,25,119,440304
38359,13,440304003,1,25,38,440304
38360,31,440304003,1,25,4,440304
38361,43,440304003,2,10,23,440304
38362,64,440304001,1,15,1,440304
38363,44,440304003,1,65,75,440304
38364,62,440304003,1,15,8,440304
38365,46,440304003,1,10,2,440304
38366,33,440304003,2,15,8,440304
38367,61,440304003,1,55,10,440304
38368,43,,1,65,10,
38369,32,440304003,1,50,20,440304
38370,35,440304003,2,70,2,440304
38371,53,440304003,2,30,16,440304
38372,53,440304003,1,30,17,440304
38373,45,440304003,2,50,61,440304
38374,46,440304003,1,40,14,440304
38375,41,440304003,2,45,34,440304
38376,32,440304003,1,20,26,440304
38377,42,440304003,1,65,21,440304
38378,31,440304003,2,30,3,440304
38379,21,440304003,2,30,26,440304
38380,21,440304003,2,20,16,440304
38381,51,440304003,2,1,12,440304
38382,42,440304001,1,85,1,440304
38383,23,440304003,1,15,12,440304
38384,52,,1,50,10,
38385,53,440304003,1,25,31,440304
38386,46,440304003,1,5,3,440304
38387,44,440304003,2,75,6,440304
38388,33,440304003,2,10,5,440304
38389,23,440304003,2,1,4,440304
38390,34,440304003,1,75,3,440304
38391,0,440304003,1,1,6,440304
38392,63,440304003,1,45,1,440304
38393,32,440304003,2,1,8,440304
38394,62,440304003,1,35,11,440304
38395,35,440304003,2,65,3,440304
38396,36,440304003,1,70,9,440304
38397,41,440304003,2,55,17,440304
38398,13,440304003,1,45,7,440304
38399,64,440304003,2,20,3,440304
38400,53,440304003,2,55,5,440304
38401,45,440304003,1,50,27,440304
38402,14,440304003,1,35,10,440304
38403,37,440304003,1,5,13,440304
38404,53,440304003,1,35,10,440304
38405,23,440304003,1,70,5,440304
38406,50,440304003,1,5,20,440304
38407,50,440304003,1,1,26,440304
38408,23,440304003,1,1,6,440304
38409,22,440304003,2,1,3,440304
38410,41,440304003,1,5,21,440304
38411,22,440304003,2,15,5,440304
38412,36,440304003,2,65,21,440304
38413,未上,440304003,1,1,8,440304
38414,65,440304003,1,40,7,440304
38415,63,440304003,1,30,6,440304
38416,43,440306002,1,25,6499,440306
38417,35,440304003,1,55,11,440304
38418,44,440304009,1,15,930,440304
38419,52,440304003,2,60,5,440304
38420,34,440304003,2,65,7,440304
38421,62,440304003,1,20,25,440304
38422,15,440304003,1,75,1,440304
38423,65,440304003,1,45,1,440304
38424,62,440304003,2,35,6,440304
38425,35,440326003,2,25,271,440326
38426,35,440304003,1,65,1,440304
38427,13,440304003,1,5,1,440304
38428,51,440304003,1,10,7,440304
38429,14,440304003,2,40,3,440304
38430,32,440304003,2,40,12,440304
38431,22,440304003,2,70,2,440304
38432,32,440304003,2,35,16,440304
38433,21,440304003,1,45,9,440304
38434,43,,1,1,36,
38435,13,,2,5,4,
38436,无,440304003,2,70,2,440304
38437,13,,2,35,6,
38438,13,,2,1,2,
38439,31,440304003,2,65,1,440304
38440,36,,1,10,12,
38441,37,440304003,2,40,11,440304
38442,12,440304003,2,40,1,440304
38443,11,440304003,2,35,2,440304
38444,32,440304003,2,55,8,440304
38445,12,440304003,1,30,3,440304
38446,21,440304003,1,70,1,440304
38447,23,,2,35,6,
38448,37,440304003,2,10,1,440304
38449,"无
",440304003,1,10,2,440304
38450,21,440304003,2,0,2,440304
38451,12,440304003,2,20,1,440304
38452,63,440304003,1,25,1,440304
38453,21,440304003,2,75,1,440304
38454,44,440307001,2,30,1431,440307
38455,23,440304003,2,75,2,440304
38456,其他,440304003,2,1,4,440304
38457,"无
",440304003,2,10,1,440304
38458,23,,2,25,15,
38459,村民,440304003,2,80,1,440304
38460,12,440304003,1,60,1,440304
38461,42,440304008,1,30,87,440304
38462,46,440304003,1,65,3,440304
38463,12,440304003,2,1,2,440304
38464,41,440304003,2,0,3,440304
38465,20,440304003,2,0,1,440304
38466,33,440306006,2,30,15,440306
38467,63,,1,25,1,
38468,32,440304003,2,10,6,440304
38469,34,440304003,1,0,1,440304
38470,61,,1,35,29,
38471,62,440304003,2,70,1,440304
38472,36,440304003,1,80,3,440304
38473,43,440304003,1,80,2,440304
38474,46,440304003,2,10,3,440304
38475,51,,2,5,9,
38476,44,440326004,1,40,495,440326
38477,62,440304003,1,60,1,440304
38478,43,,2,0,3,
38479,36,440309002,2,30,959,440309
38480,33,440304003,2,0,1,440304
38481,"无
",440304003,1,15,1,440304
38482,37,440304003,2,85,1,440304
38483,42,440304003,1,80,1,440304
38484,50,440304004,1,20,132,440304
38485,51,440304004,2,30,229,440304
38486,45,440304004,1,25,577,440304
38487,44,440304004,1,20,3152,440304
38488,43,440304004,2,30,521,440304
38489,51,440304004,2,25,334,440304
38490,45,440304004,2,65,12,440304
38491,44,440304004,1,15,1206,440304
38492,36,440304004,1,45,121,440304
38493,36,440304004,1,20,894,440304
38494,51,440304004,1,45,266,440304
38495,43,440304004,1,5,78,440304
38496,41,440304004,1,25,684,440304
38497,42,440304004,2,0,8,440304
38498,63,440304004,2,40,2,440304
38499,43,440304004,2,1,78,440304
38500,42,440304004,2,45,163,440304
38501,42,440304004,1,65,32,440304
38502,51,440304004,2,40,254,440304
38503,62,440304004,1,30,40,440304
38504,42,440304004,2,30,427,440304
38505,22,440304004,1,25,90,440304
38506,36,440304004,1,1,49,440304
38507,61,440304004,2,25,133,440304
38508,45,440304004,2,30,179,440304
38509,42,440304004,2,1,52,440304
